Freq.	V(n003)
9.54992586021416e+006	(-2.14002063225283e+001dB,-8.51175467061205e+001°)
9.77237220955790e+006	(-2.15987901419532e+001dB,-8.52281657697424e+001°)
9.99999999999979e+006	(-2.17974372687769e+001dB,-8.53363013010944e+001°)
1.02329299228073e+007	(-2.19961448913951e+001dB,-8.54420075519377e+001°)
1.04712854805088e+007	(-2.21949103214611e+001dB,-8.55453376891502e+001°)
1.07151930523758e+007	(-2.23937309886231e+001dB,-8.56463438096405e+001°)
1.09647819614316e+007	(-2.25926044354741e+001dB,-8.57450769555494e+001°)
1.12201845430194e+007	(-2.27915283127067e+001dB,-8.58415871296948e+001°)
1.14815362149686e+007	(-2.29905003744655e+001dB,-8.59359233112164e+001°)
1.17489755493950e+007	(-2.31895184738891e+001dB,-8.60281334713813e+001°)
1.20226443461739e+007	(-2.33885805588367e+001dB,-8.61182645895145e+001°)
1.23026877081236e+007	(-2.35876846677903e+001dB,-8.62063626690201e+001°)
1.25892541179414e+007	(-2.37868289259280e+001dB,-8.62924727534637e+001°)
1.28824955169311e+007	(-2.39860115413596e+001dB,-8.63766389426855e+001°)
1.31825673855638e+007	(-2.41852308015210e+001dB,-8.64589044089206e+001°)
1.34896288259162e+007	(-2.43844850697188e+001dB,-8.65393114129001e+001°)
1.38038426460286e+007	(-2.45837727818214e+001dB,-8.66179013199133e+001°)
1.41253754462272e+007	(-2.47830924430888e+001dB,-8.66947146158086e+001°)
1.44543977074590e+007	(-2.49824426251377e+001dB,-8.67697909229178e+001°)
1.47910838816818e+007	(-2.51818219630348e+001dB,-8.68431690158841e+001°)
1.51356124843618e+007	(-2.53812291525146e+001dB,-8.69148868373808e+001°)
1.54881661891245e+007	(-2.55806629473154e+001dB,-8.69849815137067e+001°)
1.58489319246108e+007	(-2.57801221566298e+001dB,-8.70534893702446e+001°)
1.62181009735889e+007	(-2.59796056426647e+001dB,-8.71204459467739e+001°)
1.65958690743752e+007	(-2.61791123183060e+001dB,-8.71858860126254e+001°)
1.69824365246171e+007	(-2.63786411448838e+001dB,-8.72498435816709e+001°)
1.73780082874934e+007	(-2.65781911300347e+001dB,-8.73123519271384e+001°)
1.77827941003888e+007	(-2.67777613256563e+001dB,-8.73734435962474e+001°)
1.81970085860994e+007	(-2.69773508259502e+001dB,-8.74331504246572e+001°)
1.86208713666283e+007	(-2.71769587655502e+001dB,-8.74915035507226e+001°)
1.90546071796321e+007	(-2.73765843177324e+001dB,-8.75485334295541e+001°)
1.94984459975800e+007	(-2.75762266927020e+001dB,-8.76042698468768e+001°)
1.99526231496884e+007	(-2.77758851359565e+001dB,-8.76587419326855e+001°)
2.04173794466948e+007	(-2.79755589267191e+001dB,-8.77119781746942e+001°)
2.08929613085399e+007	(-2.81752473764411e+001dB,-8.77640064315759e+001°)
2.13796208950219e+007	(-2.83749498273705e+001dB,-8.78148539459934e+001°)
2.18776162394950e+007	(-2.85746656511825e+001dB,-8.78645473574176e+001°)
2.23872113856829e+007	(-2.87743942476704e+001dB,-8.79131127147340e+001°)
2.29086765276772e+007	(-2.89741350434947e+001dB,-8.79605754886371e+001°)
2.34422881531987e+007	(-2.91738874909862e+001dB,-8.80069605838112e+001°)
2.39883291901944e+007	(-2.93736510670027e+001dB,-8.80522923508996e+001°)
2.45470891568498e+007	(-2.95734252718360e+001dB,-8.80965945982615e+001°)
2.51188643150952e+007	(-2.97732096281666e+001dB,-8.81398906035182e+001°)
2.57039578276881e+007	(-2.99730036800651e+001dB,-8.81822031248890e+001°)
2.63026799189532e+007	(-3.01728069920377e+001dB,-8.82235544123189e+001°)
2.69153480392686e+007	(-3.03726191481140e+001dB,-8.82639662183987e+001°)
2.75422870333811e+007	(-3.05724397509748e+001dB,-8.83034598090801e+001°)
2.81838293126439e+007	(-3.07722684211189e+001dB,-8.83420559741864e+001°)
2.88403150312654e+007	(-3.09721047960669e+001dB,-8.83797750377227e+001°)
2.95120922666632e+007	(-3.11719485296004e+001dB,-8.84166368679848e+001°)
3.01995172040195e+007	(-3.13717992910344e+001dB,-8.84526608874729e+001°)
3.09029543251352e+007	(-3.15716567645229e+001dB,-8.84878660826079e+001°)
3.16227766016831e+007	(-3.17715206483946e+001dB,-8.85222710132573e+001°)
3.23593656929621e+007	(-3.19713906545186e+001dB,-8.85558938220692e+001°)
3.31131121482584e+007	(-3.21712665076984e+001dB,-8.85887522436200e+001°)
3.38844156139195e+007	(-3.23711479450927e+001dB,-8.86208636133762e+001°)
3.46736850452524e+007	(-3.25710347156616e+001dB,-8.86522448764745e+001°)
3.54813389233568e+007	(-3.27709265796385e+001dB,-8.86829125963224e+001°)
3.63078054770093e+007	(-3.29708233080246e+001dB,-8.87128829630213e+001°)
3.71535229097164e+007	(-3.31707246821066e+001dB,-8.87421718016160e+001°)
3.80189396320553e+007	(-3.33706304929952e+001dB,-8.87707945801733e+001°)
3.89045144994272e+007	(-3.35705405411852e+001dB,-8.87987664176913e+001°)
3.98107170553488e+007	(-3.37704546361343e+001dB,-8.88261020918433e+001°)
4.07380277804104e+007	(-3.39703725958614e+001dB,-8.88528160465596e+001°)
4.16869383470326e+007	(-3.41702942465622e+001dB,-8.88789223994480e+001°)
4.26579518801583e+007	(-3.43702194222428e+001dB,-8.89044349490580e+001°)
4.36515832240156e+007	(-3.45701479643692e+001dB,-8.89293671819906e+001°)
4.46683592150953e+007	(-3.47700797215320e+001dB,-8.89537322798555e+001°)
4.57088189614865e+007	(-3.49700145491275e+001dB,-8.89775431260808e+001°)
4.67735141287188e+007	(-3.51699523090513e+001dB,-8.90008123125754e+001°)
4.78630092322628e+007	(-3.53698928694073e+001dB,-8.90235521462489e+001°)
4.89778819368435e+007	(-3.55698361042286e+001dB,-8.90457746553903e+001°)
5.01187233627261e+007	(-3.57697818932111e+001dB,-8.90674915959088e+001°)
5.12861383991353e+007	(-3.59697301214597e+001dB,-8.90887144574398e+001°)
5.24807460249761e+007	(-3.61696806792447e+001dB,-8.91094544693171e+001°)
5.37031796370241e+007	(-3.63696334617706e+001dB,-8.91297226064166e+001°)
5.49540873857612e+007	(-3.65695883689536e+001dB,-8.91495295948710e+001°)
5.62341325190336e+007	(-3.67695453052107e+001dB,-8.91688859176605e+001°)
5.75439937337144e+007	(-3.69695041792568e+001dB,-8.91878018200802e+001°)
5.88843655355576e+007	(-3.71694649039122e+001dB,-8.92062873150885e+001°)
6.02559586074344e+007	(-3.73694273959177e+001dB,-8.92243521885373e+001°)
6.16595001861468e+007	(-3.75693915757587e+001dB,-8.92420060042868e+001°)
6.30957344480179e+007	(-3.77693573674966e+001dB,-8.92592581092083e+001°)
6.45654229034641e+007	(-3.79693246986084e+001dB,-8.92761176380757e+001°)
6.60693448007581e+007	(-3.81692934998329e+001dB,-8.92925935183493e+001°)
6.76082975391967e+007	(-3.83692637050244e+001dB,-8.93086944748535e+001°)
6.91830970918921e+007	(-3.85692352510124e+001dB,-8.93244290343510e+001°)
7.07945784384122e+007	(-3.87692080774679e+001dB,-8.93398055300148e+001°)
7.24435960074974e+007	(-3.89691821267756e+001dB,-8.93548321058019e+001°)
7.41310241300901e+007	(-3.91691573439121e+001dB,-8.93695167207283e+001°)
7.58577575029167e+007	(-3.93691336763292e+001dB,-8.93838671530501e+001°)
7.76247116628674e+007	(-3.95691110738425e+001dB,-8.93978910043505e+001°)
7.94328234724264e+007	(-3.97690894885256e+001dB,-8.94115957035362e+001°)
8.12830516164081e+007	(-3.99690688746078e+001dB,-8.94249885107437e+001°)
8.31763771102652e+007	(-4.01690491883778e+001dB,-8.94380765211593e+001°)
8.51138038202357e+007	(-4.03690303880907e+001dB,-8.94508666687527e+001°)
8.70963589956061e+007	(-4.05690124338801e+001dB,-8.94633657299276e+001°)
8.91250938133725e+007	(-4.07689952876727e+001dB,-8.94755803270906e+001°)
9.12010839355889e+007	(-4.09689789131086e+001dB,-8.94875169321390e+001°)
9.33254300796970e+007	(-4.11689632754636e+001dB,-8.94991818698720e+001°)
9.54992586021414e+007	(-4.13689483415760e+001dB,-8.95105813213236e+001°)
9.77237220955788e+007	(-4.15689340797762e+001dB,-8.95217213270218e+001°)
9.99999999999977e+007	(-4.17689204598193e+001dB,-8.95326077901742e+001°)
1.02329299228073e+008	(-4.19689074528216e+001dB,-8.95432464797817e+001°)
1.04712854805088e+008	(-4.21688950311989e+001dB,-8.95536430336824e+001°)
1.07151930523758e+008	(-4.23688831686082e+001dB,-8.95638029615266e+001°)
1.09647819614316e+008	(-4.25688718398917e+001dB,-8.95737316476854e+001°)
1.12201845430194e+008	(-4.27688610210239e+001dB,-8.95834343540930e+001°)
1.14815362149686e+008	(-4.29688506890601e+001dB,-8.95929162230256e+001°)
1.17489755493950e+008	(-4.31688408220884e+001dB,-8.96021822798169e+001°)
1.20226443461738e+008	(-4.33688313991827e+001dB,-8.96112374355131e+001°)
1.23026877081235e+008	(-4.35688224003585e+001dB,-8.96200864894670e+001°)
1.25892541179414e+008	(-4.37688138065306e+001dB,-8.96287341318746e+001°)
1.28824955169310e+008	(-4.39688055994729e+001dB,-8.96371849462536e+001°)
1.31825673855638e+008	(-4.41687977617792e+001dB,-8.96454434118660e+001°)
1.34896288259162e+008	(-4.43687902768265e+001dB,-8.96535139060861e+001°)
1.38038426460285e+008	(-4.45687831287402e+001dB,-8.96614007067152e+001°)
1.41253754462272e+008	(-4.47687763023598e+001dB,-8.96691079942431e+001°)
1.44543977074589e+008	(-4.49687697832071e+001dB,-8.96766398540594e+001°)
1.47910838816817e+008	(-4.51687635574555e+001dB,-8.96840002786139e+001°)
1.51356124843617e+008	(-4.53687576119005e+001dB,-8.96911931695290e+001°)
1.54881661891244e+008	(-4.55687519339319e+001dB,-8.96982223396631e+001°)
1.58489319246108e+008	(-4.57687465115072e+001dB,-8.97050915151285e+001°)
1.62181009735889e+008	(-4.59687413331254e+001dB,-8.97118043372626e+001°)
1.65958690743752e+008	(-4.61687363878034e+001dB,-8.97183643645549e+001°)
1.69824365246170e+008	(-4.63687316650523e+001dB,-8.97247750745304e+001°)
1.73780082874933e+008	(-4.65687271548553e+001dB,-8.97310398655900e+001°)
1.77827941003888e+008	(-4.67687228476461e+001dB,-8.97371620588093e+001°)
1.81970085860994e+008	(-4.69687187342894e+001dB,-8.97431448996967e+001°)
1.86208713666282e+008	(-4.71687148060605e+001dB,-8.97489915599114e+001°)
1.90546071796320e+008	(-4.73687110546278e+001dB,-8.97547051389426e+001°)
1.94984459975800e+008	(-4.75687074720343e+001dB,-8.97602886657510e+001°)
1.99526231496883e+008	(-4.77687040506813e+001dB,-8.97657451003717e+001°)
2.04173794466948e+008	(-4.79687007833121e+001dB,-8.97710773354827e+001°)
2.08929613085399e+008	(-4.81686976629964e+001dB,-8.97762881979358e+001°)
2.13796208950218e+008	(-4.83686946831159e+001dB,-8.97813804502542e+001°)
2.18776162394950e+008	(-4.85686918373503e+001dB,-8.97863567920957e+001°)
2.23872113856829e+008	(-4.87686891196634e+001dB,-8.97912198616819e+001°)
2.29086765276772e+008	(-4.89686865242911e+001dB,-8.97959722371964e+001°)
2.34422881531987e+008	(-4.91686840457283e+001dB,-8.98006164381499e+001°)
2.39883291901943e+008	(-4.93686816787178e+001dB,-8.98051549267148e+001°)
2.45470891568497e+008	(-4.95686794182392e+001dB,-8.98095901090301e+001°)
2.51188643150952e+008	(-4.97686772594978e+001dB,-8.98139243364752e+001°)
2.57039578276880e+008	(-4.99686751979147e+001dB,-8.98181599069165e+001°)
2.63026799189532e+008	(-5.01686732291173e+001dB,-8.98222990659242e+001°)
2.69153480392685e+008	(-5.03686713489295e+001dB,-8.98263440079622e+001°)
2.75422870333810e+008	(-5.05686695533633e+001dB,-8.98302968775510e+001°)
2.81838293126439e+008	(-5.07686678386103e+001dB,-8.98341597704038e+001°)
2.88403150312654e+008	(-5.09686662010332e+001dB,-8.98379347345370e+001°)
2.95120922666631e+008	(-5.11686646371586e+001dB,-8.98416237713552e+001°)
3.01995172040194e+008	(-5.13686631436695e+001dB,-8.98452288367124e+001°)
3.09029543251351e+008	(-5.15686617173979e+001dB,-8.98487518419475e+001°)
3.16227766016830e+008	(-5.17686603553187e+001dB,-8.98521946548980e+001°)
3.23593656929620e+008	(-5.19686590545428e+001dB,-8.98555591008894e+001°)
3.31131121482583e+008	(-5.21686578123111e+001dB,-8.98588469637025e+001°)
3.38844156139194e+008	(-5.23686566259887e+001dB,-8.98620599865193e+001°)
3.46736850452523e+008	(-5.25686554930593e+001dB,-8.98651998728458e+001°)
3.54813389233567e+008	(-5.27686544111198e+001dB,-8.98682682874161e+001°)
3.63078054770092e+008	(-5.29686533778754e+001dB,-8.98712668570737e+001°)
3.71535229097163e+008	(-5.31686523911344e+001dB,-8.98741971716341e+001°)
3.80189396320552e+008	(-5.33686514488039e+001dB,-8.98770607847275e+001°)
3.89045144994271e+008	(-5.35686505488850e+001dB,-8.98798592146223e+001°)
3.98107170553487e+008	(-5.37686496894690e+001dB,-8.98825939450297e+001°)
4.07380277804103e+008	(-5.39686488687329e+001dB,-8.98852664258899e+001°)
4.16869383470325e+008	(-5.41686480849358e+001dB,-8.98878780741412e+001°)
4.26579518801582e+008	(-5.43686473364154e+001dB,-8.98904302744706e+001°)
4.36515832240155e+008	(-5.45686466215837e+001dB,-8.98929243800481e+001°)
4.46683592150952e+008	(-5.47686459389247e+001dB,-8.98953617132434e+001°)
4.57088189614864e+008	(-5.49686452869903e+001dB,-8.98977435663277e+001°)
4.67735141287186e+008	(-5.51686446643977e+001dB,-8.99000712021581e+001°)
4.78630092322626e+008	(-5.53686440698263e+001dB,-8.99023458548471e+001°)
4.89778819368434e+008	(-5.55686435020149e+001dB,-8.99045687304169e+001°)
5.01187233627260e+008	(-5.57686429597592e+001dB,-8.99067410074389e+001°)
5.12861383991352e+008	(-5.59686424419090e+001dB,-8.99088638376581e+001°)
5.24807460249759e+008	(-5.61686419473658e+001dB,-8.99109383466039e+001°)
5.37031796370239e+008	(-5.63686414750806e+001dB,-8.99129656341865e+001°)
5.49540873857610e+008	(-5.65686410240518e+001dB,-8.99149467752804e+001°)
5.62341325190335e+008	(-5.67686405933225e+001dB,-8.99168828202939e+001°)
5.75439937337142e+008	(-5.69686401819792e+001dB,-8.99187747957259e+001°)
5.88843655355574e+008	(-5.71686397891494e+001dB,-8.99206237047104e+001°)
6.02559586074342e+008	(-5.73686394139998e+001dB,-8.99224305275479e+001°)
6.16595001861466e+008	(-5.75686390557346e+001dB,-8.99241962222254e+001°)
6.30957344480177e+008	(-5.77686387135941e+001dB,-8.99259217249243e+001°)
6.45654229034639e+008	(-5.79686383868523e+001dB,-8.99276079505164e+001°)
6.60693448007579e+008	(-5.81686380748164e+001dB,-8.99292557930490e+001°)
6.76082975391964e+008	(-5.83686377768244e+001dB,-8.99308661262193e+001°)
6.91830970918918e+008	(-5.85686374922442e+001dB,-8.99324398038369e+001°)
7.07945784384120e+008	(-5.87686372204721e+001dB,-8.99339776602772e+001°)
7.24435960074971e+008	(-5.89686369609319e+001dB,-8.99354805109230e+001°)
7.41310241300898e+008	(-5.91686367130728e+001dB,-8.99369491525975e+001°)
7.58577575029164e+008	(-5.93686364763693e+001dB,-8.99383843639860e+001°)
7.76247116628671e+008	(-5.95686362503191e+001dB,-8.99397869060496e+001°)
7.94328234724261e+008	(-5.97686360344429e+001dB,-8.99411575224278e+001°)
8.12830516164078e+008	(-5.99686358282826e+001dB,-8.99424969398333e+001°)
8.31763771102649e+008	(-6.01686356314011e+001dB,-8.99438058684371e+001°)
8.51138038202354e+008	(-6.03686354433808e+001dB,-8.99450850022449e+001°)
8.70963589956058e+008	(-6.05686352638227e+001dB,-8.99463350194654e+001°)
8.91250938133722e+008	(-6.07686350923461e+001dB,-8.99475565828695e+001°)
9.12010839355886e+008	(-6.09686349285872e+001dB,-8.99487503401418e+001°)
9.33254300796966e+008	(-6.11686347721986e+001dB,-8.99499169242241e+001°)
9.54992586021411e+008	(-6.13686346228487e+001dB,-8.99510569536508e+001°)
9.77237220955785e+008	(-6.15686344802206e+001dB,-8.99521710328770e+001°)
1.00000000000000e+009	(-6.17686343440121e+001dB,-8.99532597525989e+001°)
